,Unnamed: 0,RA,DEC,Redshift,TrueLabels,labels
0,0,0.158084,28.384472,0.0294443333333333,HCG99,0
1,1,0.176705,28.368969,0.0290973333333333,HCG99,0
2,2,0.183375,28.401417,0.028454,HCG99,0
3,3,0.187791,28.371694,0.02881,HCG99,0
4,4,0.195666,28.401972,0.0292133333333333,HCG99,0
5,5,0.305791,13.144056,0.0182033333333333,HCG100,1
6,6,0.31238,13.112499,0.0179456666666666,HCG100,1
7,7,0.333167,13.111278,0.0177626666666666,HCG100,1
8,8,0.358467,13.112885,0.0175153333333333,HCG100,1
8564,8564,0.485254,-35.981223,0.0472673333333333,ABELL 2717,2
10209,10209,0.545561,-36.35838,0.0421533333333333,ABELL 2717,2
10894,10894,0.687964,-35.929932,0.0460266666666666,ABELL 2717,2
8232,8232,0.763736,-35.968268,0.0467933333333333,ABELL 2717,2
10205,10205,0.767477,-35.893824,0.04629,ABELL 2717,2
7294,7294,0.78911,-35.849091,0.0470266666666666,ABELL 2717,2
353,353,0.796845,15.96569,0.0374063333333333,CGB47115,3
8233,8233,0.800682,-35.967716,0.044839,ABELL 2717,2
10206,10206,0.897745,-35.973317,0.0462,ABELL 2717,2
10207,10207,0.919359,-36.031953,0.04705,ABELL 2717,2
10208,10208,1.3293,-35.71264,0.0449133333333333,ABELL 2717,2
2071,2071,2.203397,14.033736,0.0063876666666666,CGB36439,4
4034,4034,2.497206,-57.020941,0.0314913333333333,ABELL 2731,5
2069,2069,3.061329,15.257469,0.0062706666666666,CGB49418,6
354,354,3.143756,0.049745,0.0394736666666666,CGB29477,7
1732,1732,3.699468,0.265041,0.0383853333333333,CGB26755,8
1734,1734,4.753464,0.661817,0.0179853333333333,CGB17765,9
355,355,4.784274,15.749373,0.0365143333333333,CGB69802,10
356,356,5.048065,0.006851,0.043975,CGB71402,11
2150,2150,6.121234,-0.829383,0.0164866666666666,CGB57106,12
984,984,6.129844,-0.922868,0.0334053333333333,CGA83,13
9,9,6.476866,25.723531,0.03352,HCG1,14
1708,1708,6.483582,15.637537,0.036484,CGB47034,15
1935,1935,6.486495,15.631156,0.0361933333333333,CGB47034,15
10,10,6.495,25.725111,0.0337333333333333,HCG1,14
1210,1210,6.508194,15.655059,0.036447,CGB47034,15
11,11,6.52475,25.719361,0.0341686666666666,HCG1,14
12,12,6.529667,25.725194,0.0341703333333333,HCG1,14
2433,2433,6.819545,0.069251,0.0404476666666666,CGB23947,16
13,13,7.8285,8.475083,0.014502,HCG2,17
1182,1182,7.849287,13.898738,0.0430306666666666,CGB48855,18
14,14,7.849542,8.46675,0.0145366666666666,HCG2,17
15,15,7.872333,8.400639,0.0142283333333333,HCG2,17
1009,1009,8.030572,0.548993,0.0440696666666666,CGB29404,19
16,16,8.541068,-7.602065,0.0260133333333333,HCG3,20
17,17,8.554926,-7.564859,0.02434,HCG3,20
19,19,8.557107,-21.438911,0.0268183333333333,HCG4,21
18,18,8.558583,-21.47,0.02355,HCG4,21
20,20,8.569809,-21.477527,0.0274606666666666,HCG4,21
21,21,8.582844,-7.599987,0.0262,HCG3,20
22,22,8.604651,-7.59954,0.0262,HCG3,20
2151,2151,8.872432,0.531968,0.013814,CGB56031,22
4035,4035,9.342712,6.843474,0.0413233333333333,ABELL 0076,23
1203,1203,9.362834,15.014776,0.038445,CGA674,24
8217,8217,9.487437,-56.061847,0.028862,ABELL 2806,25
6208,6208,9.615274,6.659361,0.0355166666666666,ABELL 0076,23
6209,6209,9.620155,6.687291,0.0410966666666666,ABELL 0076,23
6210,6210,9.661735,6.785789,0.0375223333333333,ABELL 0076,23
6211,6211,9.674852,7.28915,0.0406933333333333,ABELL 0076,23
1010,1010,9.67946,0.581022,0.0429993333333333,CGA1892,26
6212,6212,9.690902,6.467686,0.0384063333333333,ABELL 0076,23
6213,6213,9.707127,6.778528,0.0375333333333333,ABELL 0076,23
23,23,9.719984,7.07294,0.041715,HCG5,27
24,24,9.727844,7.062689,0.0404473333333333,HCG5,27
25,25,9.728126,7.05656,0.0403993333333333,HCG5,27
26,26,9.728749,7.04805,0.0414403333333333,HCG5,27
4036,4036,9.757001,6.814361,0.0437386666666666,ABELL 0076,23
11321,11321,9.77548,6.87281,0.0393716666666666,ABELL 0076,23
27,27,9.781725,-8.401221,0.0381133333333333,HCG6,28
28,28,9.792625,-8.397194,0.0379233333333333,HCG6,28
29,29,9.796064,-8.399834,0.0365566666666666,HCG6,28
9037,9037,9.80153,6.759928,0.0396146666666666,ABELL 0076,23
30,30,9.805866,0.86412,0.0138839999999999,HCG7,29
31,31,9.807537,-8.39436,0.038927,HCG6,28
6214,6214,9.813754,6.405757,0.041724,ABELL 0076,23
6215,6215,9.815425,6.688426,0.0386466666666666,ABELL 0076,23
6216,6216,9.818021,6.713528,0.0403133333333333,ABELL 0076,23
6217,6217,9.820871,6.57083,0.0412,ABELL 0076,23
32,32,9.824343,0.912781,0.0141336666666666,HCG7,29
33,33,9.828319,0.891957,0.0137016666666666,HCG7,29
10574,10574,9.850278,6.182756,0.037314,ABELL 0076,23
4037,4037,9.859667,6.734111,0.037189,ABELL 0076,23
6218,6218,9.867786,6.859679,0.04069,ABELL 0076,23
2377,2377,9.867918,14.618611,0.0176803333333333,CGB14532,30
6219,6219,9.869818,6.721826,0.04095,ABELL 0076,23
6220,6220,9.877228,7.147001,0.0413433333333333,ABELL 0076,23
6221,6221,9.888959,6.815028,0.0397686666666666,ABELL 0076,23
34,34,9.895172,0.859924,0.0146233333333333,HCG7,29
6222,6222,9.900285,6.664176,0.0388333333333333,ABELL 0076,23
6223,6223,9.908502,7.295829,0.040837,ABELL 0076,23
6224,6224,9.921959,6.756359,0.0379233333333333,ABELL 0076,23
6225,6225,9.930986,6.735834,0.0398553333333333,ABELL 0076,23
6227,6227,9.971474,6.854486,0.0400403333333333,ABELL 0076,23
6226,6226,9.972422,6.84633,0.0400066666666666,ABELL 0076,23
4038,4038,9.98325,6.848611,0.0398876666666666,ABELL 0076,23
6228,6228,10.011627,7.204996,0.04118,ABELL 0076,23
8216,8216,10.017646,-56.180514,0.0282543333333333,ABELL 2806,25
10575,10575,10.027584,-56.158306,0.0273363333333333,ABELL 2806,25
6230,6230,10.02786,6.96525,0.0383393333333333,ABELL 0076,23
6229,6229,10.027901,6.59573,0.0363676666666666,ABELL 0076,23
4039,4039,10.055522,-56.153014,0.0274959999999999,ABELL 2806,25
6231,6231,10.057002,7.169457,0.0419933333333333,ABELL 0076,23
6232,6232,10.058811,6.870295,0.0380236666666666,ABELL 0076,23
6233,6233,10.07077,6.627442,0.0384066666666666,ABELL 0076,23
6234,6234,10.070851,6.885515,0.0400233333333333,ABELL 0076,23
6235,6235,10.082256,6.784151,0.0408163333333333,ABELL 0076,23
6236,6236,10.083203,7.012791,0.0370466666666666,ABELL 0076,23
6237,6237,10.090161,7.015181,0.0389096666666666,ABELL 0076,23
8083,8083,10.101583,-56.22175,0.028935,ABELL 2806,25
6238,6238,10.10944,6.71548,0.0381246666666666,ABELL 0076,23
4040,4040,10.116834,6.719833,0.0377543333333333,ABELL 0076,23
6239,6239,10.117655,7.01654,0.0406876666666666,ABELL 0076,23
4041,4041,10.127459,6.917333,0.0406133333333333,ABELL 0076,23
6240,6240,10.138352,6.690086,0.04127,ABELL 0076,23
6241,6241,10.14204,6.75264,0.03701,ABELL 0076,23
6242,6242,10.144795,7.048955,0.0398726666666666,ABELL 0076,23
6243,6243,10.176478,6.855735,0.040995,ABELL 0076,23
8215,8215,10.180188,-55.929278,0.0257663333333333,ABELL 2806,25
6244,6244,10.185912,6.559045,0.03801,ABELL 0076,23
6245,6245,10.19181,6.847098,0.0393333333333333,ABELL 0076,23
4042,4042,10.203584,-56.214028,0.0273976666666666,ABELL 2806,25
6246,6246,10.234832,6.628627,0.04032,ABELL 0076,23
6247,6247,10.246542,6.72025,0.04104,ABELL 0076,23
8214,8214,10.340084,-56.160778,0.0273263333333333,ABELL 2806,25
7374,7374,10.370088,-9.232943,0.0466986666666666,ABELL 0085,31
4043,4043,10.37631,-9.262835,0.04479,ABELL 0085,31
7375,7375,10.382983,-9.333974,0.045909,ABELL 0085,31
6248,6248,10.41843,7.303479,0.039746,ABELL 0076,23
7376,7376,10.436676,-9.338184,0.0463156666666666,ABELL 0085,31
10265,10265,10.529916,-9.607278,0.0467433333333333,ABELL 0085,31
9056,9056,10.550179,7.096933,0.0409916666666666,ABELL 0076,23
977,977,11.510838,-8.884942,0.0197483333333333,CGB38551,32
357,357,13.116378,14.518273,0.0182373333333333,CGA715,33
956,956,13.130315,14.528376,0.0304616666666666,CGA715,33
925,925,13.238391,0.388158,0.0346006666666666,CGB8331,34
358,358,13.240823,0.368778,0.0340976666666666,CGB8331,34
8462,8462,13.566304,-1.239331,0.04499,ABELL 0119,35
35,35,13.566417,-23.535139,0.0313533333333333,HCG9,36
36,36,13.580334,-23.568472,0.03213,HCG9,36
6249,6249,13.609067,-0.92823,0.0422303333333333,ABELL 0119,35
8971,8971,13.624458,-1.171275,0.0437526666666666,ABELL 0119,35
6250,6250,13.661646,-1.574069,0.0428966666666666,ABELL 0119,35
6251,6251,13.670833,-1.574833,0.0415966666666666,ABELL 0119,35
6252,6252,13.675584,-1.489278,0.0395333333333333,ABELL 0119,35
1014,1014,13.678273,0.598656,0.0463073333333333,CGA1748,37
2427,2427,13.690614,0.599125,0.0179293333333333,CGB12723,38
6253,6253,13.711019,-1.479234,0.0462893333333333,ABELL 0119,35
6254,6254,13.764914,-1.317598,0.0466566666666666,ABELL 0119,35
6255,6255,13.771152,-1.252601,0.0432603333333333,ABELL 0119,35
6256,6256,13.773164,-1.233766,0.0443343333333333,ABELL 0119,35
10140,10140,13.786881,-1.396797,0.0457933333333333,ABELL 0119,35
4044,4044,13.78732,-1.046473,0.0456246666666666,ABELL 0119,35
6257,6257,13.796803,-0.810144,0.0455396666666666,ABELL 0119,35
8960,8960,13.80399,-1.321517,0.0442766666666666,ABELL 0119,35
4045,4045,13.820327,-0.917926,0.044076,ABELL 0119,35
6258,6258,13.824572,-1.286255,0.0453846666666666,ABELL 0119,35
4046,4046,13.828509,-1.276998,0.0448763333333333,ABELL 0119,35
6259,6259,13.838978,-1.352423,0.041153,ABELL 0119,35
6260,6260,13.845714,-1.211218,0.04175,ABELL 0119,35
6261,6261,13.855302,-1.308824,0.0415566666666666,ABELL 0119,35
6262,6262,13.85765,-0.742157,0.0447436666666666,ABELL 0119,35
4047,4047,13.873011,-1.13275,0.0395793333333333,ABELL 0119,35
6263,6263,13.877262,-1.414211,0.0427333333333333,ABELL 0119,35
8963,8963,13.878545,-1.297175,0.0459233333333333,ABELL 0119,35
8968,8968,13.879601,-1.223468,0.0429903333333333,ABELL 0119,35
8969,8969,13.884605,-1.211072,0.0458733333333333,ABELL 0119,35
6264,6264,13.9095,-1.279437,0.0441666666666666,ABELL 0119,35
6265,6265,13.919461,-1.312087,0.0433933333333333,ABELL 0119,35
8987,8987,13.92022,-0.99725,0.0446756666666666,ABELL 0119,35
6266,6266,13.929842,-1.033722,0.0421813333333333,ABELL 0119,35
6267,6267,13.938992,-1.324527,0.0457116666666666,ABELL 0119,35
8981,8981,13.940004,-1.054823,0.0440056666666666,ABELL 0119,35
8974,8974,13.940396,-1.163321,0.0427416666666666,ABELL 0119,35
4048,4048,13.944906,-1.285589,0.03992,ABELL 0119,35
6268,6268,13.948959,-1.702694,0.0431933333333333,ABELL 0119,35
8962,8962,13.963214,-1.306443,0.0443516666666666,ABELL 0119,35
6269,6269,13.963251,-0.81384,0.041097,ABELL 0119,35
6270,6270,13.967574,-1.501759,0.0439393333333333,ABELL 0119,35
4049,4049,13.973255,-0.901083,0.0441009999999999,ABELL 0119,35
10272,10272,13.976043,-0.922539,0.044242,ABELL 0119,35
4051,4051,13.977354,-0.920637,0.0449456666666666,ABELL 0119,35
6271,6271,13.979605,-1.064168,0.0445683333333333,ABELL 0119,35
4050,4050,13.982003,-1.247257,0.0406656666666666,ABELL 0119,35
8973,8973,13.996665,-1.163472,0.0459156666666666,ABELL 0119,35
11087,11087,13.99989,-1.293707,0.03398,ABELL 0119,35
10141,10141,14.007236,-1.064549,0.0442533333333333,ABELL 0119,35
6272,6272,14.007927,-1.549827,0.0425513333333333,ABELL 0119,35
6273,6273,14.009655,-1.496218,0.04103,ABELL 0119,35
6274,6274,14.011017,-1.334297,0.0426616666666666,ABELL 0119,35
6275,6275,14.01396,-0.828079,0.044414,ABELL 0119,35
8975,8975,14.020704,-1.135949,0.0449463333333333,ABELL 0119,35
6276,6276,14.025109,-1.057059,0.0431476666666666,ABELL 0119,35
6277,6277,14.029455,-1.343207,0.04604,ABELL 0119,35
10142,10142,14.032645,-1.429578,0.046214,ABELL 0119,35
10722,10722,14.035794,-1.200151,0.0377623333333333,ABELL 0119,35
6278,6278,14.04273,-1.267675,0.0456626666666666,ABELL 0119,35
4052,4052,14.044536,-1.116884,0.041722,ABELL 0119,35
8989,8989,14.047303,-0.970181,0.046164,ABELL 0119,35
6279,6279,14.053245,-1.269602,0.04464,ABELL 0119,35
9001,9001,14.053343,-0.833779,0.0438883333333333,ABELL 0119,35
6280,6280,14.055744,-1.27016,0.0452766666666666,ABELL 0119,35
6281,6281,14.059686,-1.144343,0.0449279999999999,ABELL 0119,35
4053,4053,14.067082,-1.255458,0.0444793333333333,ABELL 0119,35
6282,6282,14.067724,-1.313699,0.0423866666666666,ABELL 0119,35
6283,6283,14.068284,-1.543237,0.0438666666666666,ABELL 0119,35
6285,6285,14.07406,-1.260395,0.039094,ABELL 0119,35
6284,6284,14.0745,-1.262219,0.0385533333333333,ABELL 0119,35
4054,4054,14.075691,-1.241844,0.0435833333333333,ABELL 0119,35
6286,6286,14.076708,-1.134555,0.03673,ABELL 0119,35
11060,11060,14.084512,-1.250471,0.0415466666666666,ABELL 0119,35
8966,8966,14.084575,-1.242508,0.0422376666666666,ABELL 0119,35
4055,4055,14.087487,-1.176611,0.0390859999999999,ABELL 0119,35
8957,8957,14.090981,-1.449384,0.0461593333333333,ABELL 0119,35
4056,4056,14.098107,-0.986886,0.044,ABELL 0119,35
4057,4057,14.102493,-1.143024,0.0430183333333333,ABELL 0119,35
11058,11058,14.102812,-1.27827,0.0372066666666666,ABELL 0119,35
4059,4059,14.106839,-1.262287,0.0382056666666666,ABELL 0119,35
4058,4058,14.107876,-1.274952,0.0435326666666666,ABELL 0119,35
6287,6287,14.1105,-1.626083,0.0457333333333333,ABELL 0119,35
6288,6288,14.114271,-0.79244,0.0438746666666666,ABELL 0119,35
6289,6289,14.116363,-1.435237,0.04503,ABELL 0119,35
6291,6291,14.121634,-1.2255,0.0440783333333333,ABELL 0119,35
6290,6290,14.122264,-1.340047,0.043942,ABELL 0119,35
6292,6292,14.127957,-1.172866,0.0421293333333333,ABELL 0119,35
6293,6293,14.130792,-1.616361,0.04477,ABELL 0119,35
6294,6294,14.131423,-1.361775,0.04233,ABELL 0119,35
6295,6295,14.135079,-1.187469,0.0385659999999999,ABELL 0119,35
8965,8965,14.148651,-1.265541,0.0442263333333333,ABELL 0119,35
6296,6296,14.154987,-1.539989,0.0437866666666666,ABELL 0119,35
11061,11061,14.157729,-1.344723,0.04156,ABELL 0119,35
11055,11055,14.159449,-1.298058,0.0419433333333333,ABELL 0119,35
6297,6297,14.160066,-1.125963,0.045254,ABELL 0119,35
6298,6298,14.16063,-1.390549,0.0440826666666666,ABELL 0119,35
6299,6299,14.161053,-1.351671,0.0445966666666666,ABELL 0119,35
8954,8954,14.163722,-1.577379,0.0449,ABELL 0119,35
6300,6300,14.165496,-1.474713,0.0428333333333333,ABELL 0119,35
6301,6301,14.170413,-1.034479,0.0442526666666666,ABELL 0119,35
11062,11062,14.171103,-1.307238,0.04651,ABELL 0119,35
11063,11063,14.178283,-1.223913,0.0424,ABELL 0119,35
6302,6302,14.185636,-0.874788,0.046756,ABELL 0119,35
6303,6303,14.192022,-1.544184,0.0402973333333333,ABELL 0119,35
4060,4060,14.193214,-1.280875,0.041949,ABELL 0119,35
6304,6304,14.194102,-1.596412,0.0451856666666666,ABELL 0119,35
6305,6305,14.196222,-0.878082,0.043623,ABELL 0119,35
8992,8992,14.197626,-0.920036,0.0417703333333333,ABELL 0119,35
4061,4061,14.214472,-1.272567,0.04094,ABELL 0119,35
6306,6306,14.219625,-1.159194,0.0457333333333333,ABELL 0119,35
11064,11064,14.221529,-1.295075,0.0448266666666666,ABELL 0119,35
6307,6307,14.23557,-0.94364,0.0425163333333333,ABELL 0119,35
6308,6308,14.237695,-1.388729,0.0434566666666666,ABELL 0119,35
6309,6309,14.24405,-1.256818,0.0444743333333333,ABELL 0119,35
6310,6310,14.25825,-0.879794,0.0463563333333333,ABELL 0119,35
4062,4062,14.258613,-0.875153,0.0441313333333333,ABELL 0119,35
8959,8959,14.262715,-1.344984,0.0386533333333333,ABELL 0119,35
6311,6311,14.262801,-0.873589,0.0463936666666666,ABELL 0119,35
1731,1731,14.263809,0.259398,0.0431686666666666,CGB49692,39
6312,6312,14.270494,-0.919218,0.044589,ABELL 0119,35
8993,8993,14.276882,-0.908643,0.0460416666666666,ABELL 0119,35
8956,8956,14.282485,-1.465073,0.04475,ABELL 0119,35
8955,8955,14.285541,-1.494056,0.04456,ABELL 0119,35
6313,6313,14.290265,-1.380191,0.0401816666666666,ABELL 0119,35
4063,4063,14.29443,-1.018779,0.0411959999999999,ABELL 0119,35
8953,8953,14.298333,-1.619611,0.0439033333333333,ABELL 0119,35
11313,11313,14.305983,-1.011144,0.0402233333333333,ABELL 0119,35
4064,4064,14.30732,-1.012226,0.0391876666666666,ABELL 0119,35
6314,6314,14.311083,-1.285722,0.04334,ABELL 0119,35
4065,4065,14.320695,-0.669457,0.0452043333333333,ABELL 0119,35
10143,10143,14.344722,-0.82208,0.045285,ABELL 0119,35
6315,6315,14.359375,-1.343556,0.0433983333333333,ABELL 0119,35
6316,6316,14.382763,-0.92781,0.0449886666666666,ABELL 0119,35
4066,4066,14.395299,-1.39275,0.0449979999999999,ABELL 0119,35
6317,6317,14.416044,-0.892515,0.0456703333333333,ABELL 0119,35
6318,6318,14.453106,-1.00406,0.042977,ABELL 0119,35
4067,4067,14.465442,-1.135998,0.0431513333333333,ABELL 0119,35
4068,4068,14.473721,-0.814652,0.0418493333333333,ABELL 0119,35
8979,8979,14.697873,-1.097141,0.0465379999999999,ABELL 0119,35
6319,6319,15.524226,-47.404652,0.021973,ABELL 2870,40
6320,6320,15.614469,-47.057341,0.0255523333333333,ABELL 2870,40
4069,4069,15.704499,-47.186038,0.021463,ABELL 2870,40
359,359,15.825331,14.037971,0.040934,CGB179,41
360,360,15.834965,14.030808,0.0417776666666666,CGB179,41
4070,4070,15.881985,-47.024084,0.0225143333333333,ABELL 2870,40
4071,4071,16.009854,-46.532903,0.0219336666666666,ABELL 2870,40
4072,4072,16.017812,-46.226177,0.022484,ABELL 2870,40
1729,1729,16.06098,-0.844547,0.0151933333333333,CGB17632,42
6321,6321,16.100062,-46.962875,0.020335,ABELL 2870,40
6322,6322,16.103596,-46.50207,0.0306,ABELL 2870,40
6323,6323,16.180667,-46.327583,0.0263306666666666,ABELL 2870,40
6324,6324,16.183691,-46.936161,0.022391,ABELL 2870,40
6325,6325,16.210854,-46.423667,0.0295486666666666,ABELL 2870,40
4073,4073,16.226749,-46.9995,0.0221933333333333,ABELL 2870,40
4074,4074,16.249493,-46.075885,0.0298766666666666,ABELL 2877,43
6326,6326,16.261125,-46.383944,0.0305,ABELL 2870,40
4075,4075,16.295749,-46.3545,0.0301566666666666,ABELL 2870,40
6327,6327,16.303,-46.368389,0.0228666666666666,ABELL 2870,40
6328,6328,16.308032,-46.258152,0.03054,ABELL 2870,40
4076,4076,16.33443,-47.200747,0.0219436666666666,ABELL 2870,40
4077,4077,16.408098,-47.071716,0.0193196666666666,ABELL 2870,40
6329,6329,16.419,-46.360028,0.0300666666666666,ABELL 2870,40
6330,6330,16.445146,-47.454778,0.0213853333333333,ABELL 2870,40
6331,6331,16.492355,-46.564431,0.0466583333333333,ABELL 2870,40
6332,6332,16.533393,-46.831103,0.020605,ABELL 2870,40
4078,4078,16.561416,-46.501083,0.0304243333333333,ABELL 2870,40
985,985,16.572741,-0.918438,0.04551,CGB60406,44
4079,4079,16.637501,-46.643583,0.0311166666666666,ABELL 2870,40
6333,6333,16.688292,-47.337543,0.0206856666666666,ABELL 2870,40
4080,4080,16.706834,-45.824806,0.0245,ABELL 2877,43
6334,6334,16.7355,-46.216181,0.0209566666666666,ABELL 2877,43
6335,6335,16.748374,-46.223694,0.0211633333333333,ABELL 2877,43
6336,6336,16.753376,-46.810917,0.0236633333333333,ABELL 2870,40
6337,6337,16.78039,-47.05533,0.0223196666666666,ABELL 2870,40
6338,6338,16.797042,-47.066139,0.022665,ABELL 2870,40
7377,7377,16.802292,-45.978111,0.0207433333333333,ABELL 2877,43
4082,4082,16.810791,-46.621972,0.0207533333333333,ABELL 2870,40
4081,4081,16.810875,-46.843944,0.0310566666666666,ABELL 2870,40
7378,7378,16.826568,-45.948878,0.0274933333333333,ABELL 2877,43
9025,9025,16.831068,2.144146,0.0445,ABELL 0147,45
6339,6339,16.83975,-45.933601,0.0202266666666666,ABELL 2877,43
2417,2417,16.851843,1.002323,0.017964,CGB12325,46
6340,6340,16.852186,-46.993128,0.03177,ABELL 2870,40
6341,6341,16.857125,-46.876722,0.0228066666666666,ABELL 2870,40
7379,7379,16.859625,-46.132833,0.0241933333333333,ABELL 2877,43
6342,6342,16.86,-46.817,0.0202,ABELL 2870,40
4083,4083,16.876479,-45.180652,0.0251829999999999,ABELL 2877,43
4084,4084,16.883578,2.182999,0.0422973333333333,ABELL 0147,45
9028,9028,16.886684,2.191486,0.0458733333333333,ABELL 0147,45
9024,9024,16.8876,2.130744,0.03999,ABELL 0147,45
8882,8882,16.89075,-15.90769,0.0404326666666666,ABELL 0151,47
4085,4085,16.91625,-46.382278,0.02017,ABELL 2870,40
6343,6343,16.917408,-15.774801,0.0402633333333333,ABELL 0151,47
4086,4086,16.923768,2.119499,0.0427733333333333,ABELL 0147,45
4087,4087,16.927416,-46.907556,0.022551,ABELL 2870,40
9021,9021,16.936999,1.71725,0.04266,ABELL 0147,45
6344,6344,16.937166,-46.863667,0.0252366666666666,ABELL 2870,40
4088,4088,16.9413,2.162958,0.042266,ABELL 0147,45
361,361,16.943622,1.06387,0.0021176666666666,CGB33353,48
7380,7380,16.958709,-45.856167,0.0241533333333333,ABELL 2877,43
6345,6345,16.963791,-46.717556,0.0221233333333333,ABELL 2870,40
8420,8420,16.972431,-15.938686,0.0403913333333333,ABELL 0151,47
7381,7381,16.98315,-45.969898,0.03023,ABELL 2877,43
7382,7382,16.984098,-46.041741,0.01976,ABELL 2877,43
8506,8506,16.987155,2.513017,0.0460936666666666,ABELL 0147,45
6346,6346,16.993845,-46.797567,0.024474,ABELL 2870,40
6347,6347,17.016771,-47.121528,0.0233783333333333,ABELL 2870,40
6348,6348,17.020999,-45.854889,0.0242933333333333,ABELL 2877,43
9031,9031,17.030054,2.393292,0.0439353333333333,ABELL 0147,45
4090,4090,17.045211,-46.094108,0.0200803333333333,ABELL 2877,43
4091,4091,17.047458,-47.135667,0.0242466666666666,ABELL 2870,40
4093,4093,17.050247,2.193827,0.0438453333333333,ABELL 0147,45
4092,4092,17.052916,-15.883528,0.0419866666666666,ABELL 0151,47
4089,4089,17.060945,2.177014,0.0448133333333333,ABELL 0147,45
4094,4094,17.069793,-46.754016,0.0228,ABELL 2870,40
8879,8879,17.074584,-16.002417,0.0405966666666666,ABELL 0151,47
7383,7383,17.075955,-46.037422,0.02316,ABELL 2877,43
4095,4095,17.077584,-47.0718,0.0239586666666666,ABELL 2870,40
10576,10576,17.084526,2.296376,0.0465173333333333,ABELL 0147,45
8421,8421,17.094706,2.072824,0.0430066666666666,ABELL 0147,45
4096,4096,17.095584,-47.09875,0.0222006666666666,ABELL 2870,40
7384,7384,17.096501,-46.152083,0.02007,ABELL 2877,43
9029,9029,17.100766,2.217503,0.043646,ABELL 0147,45
9030,9030,17.104272,2.343123,0.0467933333333333,ABELL 0147,45
6349,6349,17.114541,-46.175139,0.0259666666666666,ABELL 2877,43
6350,6350,17.123354,-15.572968,0.04291,ABELL 0151,47
6351,6351,17.126741,-15.964077,0.0443843333333333,ABELL 0151,47
9027,9027,17.146065,2.16226,0.03974,ABELL 0147,45
10144,10144,17.1471,-16.0357,0.0409566666666666,ABELL 0151,47
9023,9023,17.147406,1.943379,0.0451,ABELL 0147,45
10577,10577,17.148324,2.266116,0.042713,ABELL 0147,45
7385,7385,17.154684,-45.806138,0.0269813333333333,ABELL 2877,43
4097,4097,17.158287,2.268779,0.0437376666666666,ABELL 0147,45
9026,9026,17.160375,2.144889,0.0456816666666666,ABELL 0147,45
7386,7386,17.162958,-45.898778,0.0244033333333333,ABELL 2877,43
6352,6352,17.167188,-15.854666,0.0410523333333333,ABELL 0151,47
8888,8888,17.173531,-15.766869,0.0414966666666666,ABELL 0151,47
7641,7641,17.180256,2.192111,0.0434966666666666,ABELL 0147,45
4098,4098,17.186937,-46.475778,0.0308806666666666,ABELL 2870,40
10277,10277,17.189459,-15.827722,0.04176,ABELL 0151,47
10145,10145,17.1996,-15.78008,0.0409796666666666,ABELL 0151,47
4099,4099,17.207054,-15.948583,0.0420253333333333,ABELL 0151,47
10278,10278,17.211084,-15.823528,0.0410166666666666,ABELL 0151,47
8880,8880,17.214835,-15.963372,0.0422266666666666,ABELL 0151,47
4100,4100,17.216013,-45.832619,0.02438,ABELL 2877,43
4101,4101,17.228791,-45.304653,0.023837,ABELL 2877,43
7387,7387,17.229167,-45.74575,0.0233,ABELL 2877,43
8881,8881,17.234443,-15.930066,0.0436566666666666,ABELL 0151,47
7388,7388,17.237387,-45.789937,0.0257066666666666,ABELL 2877,43
7389,7389,17.239167,-45.804361,0.0258933333333333,ABELL 2877,43
6353,6353,17.249667,-46.087931,0.0236226666666666,ABELL 2877,43
9032,9032,17.249773,2.478795,0.0397466666666666,ABELL 0147,45
4102,4102,17.250107,-45.348049,0.0311523333333333,ABELL 2877,43
7390,7390,17.252,-45.95325,0.0265366666666666,ABELL 2877,43
6354,6354,17.252625,-45.65075,0.0236566666666666,ABELL 2877,43
7391,7391,17.254292,-45.801306,0.0248333333333333,ABELL 2877,43
4103,4103,17.260525,-16.009247,0.042612,ABELL 0151,47
4104,4104,17.26891,-45.773476,0.0260093333333333,ABELL 2877,43
6355,6355,17.270307,-15.788122,0.0425623333333333,ABELL 0151,47
6356,6356,17.274348,-15.860268,0.0404143333333333,ABELL 0151,47
7392,7392,17.277389,-45.740166,0.0279433333333333,ABELL 2877,43
4105,4105,17.28915,-15.9166,0.0399333333333333,ABELL 0151,47
7393,7393,17.310626,-45.829694,0.0305933333333333,ABELL 2877,43
7394,7394,17.313626,-46.009139,0.0232833333333333,ABELL 2877,43
7395,7395,17.31795,-45.931549,0.0270633333333333,ABELL 2877,43
4106,4106,17.325291,2.204583,0.04257,ABELL 0147,45
8500,8500,17.328042,2.197361,0.0427933333333333,ABELL 0147,45
6357,6357,17.335465,-45.682192,0.0240326666666666,ABELL 2877,43
7396,7396,17.343375,-45.7425,0.0237033333333333,ABELL 2877,43
6358,6358,17.345083,-46.661919,0.022179,ABELL 2870,40
7397,7397,17.356791,-46.01,0.0220166666666666,ABELL 2877,43
7398,7398,17.383425,-46.070752,0.02212,ABELL 2877,43
7399,7399,17.395813,-45.925628,0.0180466666666666,ABELL 2877,43
6359,6359,17.398001,-46.054444,0.0283533333333333,ABELL 2877,43
7400,7400,17.403561,-45.745534,0.0289,ABELL 2877,43
6360,6360,17.407456,-45.897658,0.022047,ABELL 2877,43
7401,7401,17.411166,-45.968889,0.0250166666666666,ABELL 2877,43
