,Unnamed: 0,RA,DEC,Redshift,TrueLabels,labels
3647,3647,186.42208,13.047596,0.0018983333333333,EVC01,845
2943,2943,186.423702,12.810432,0.0017926666666666,EVC01,845
2946,2946,186.427237,7.217138,0.0033166666666666,EVC01,845
2945,2945,186.428244,0.572659,0.0071543333333333,EVC01,845
2947,2947,186.435965,13.022124,0.002409,EVC01,845
2948,2948,186.444823,12.6621,0.0083823333333333,EVC01,845
2949,2949,186.447993,14.952068,0.001647,EVC01,845
2950,2950,186.460533,13.197671,-0.0017716666666666,EVC01,845
623,623,186.461103,10.459049,0.003662,CGB1905,1020
4025,4025,186.4635,7.7875,0.0021976666666666,EVC01,845
2951,2951,186.468716,5.809517,0.005096,EVC01,845
2952,2952,186.475479,7.554779,0.0039553333333333,EVC01,845
2954,2954,186.48182,18.214115,0.0030513333333333,EVC01,845
2953,2953,186.482132,12.769706,0.0023373333333333,EVC01,845
2955,2955,186.483799,7.234715,0.0032146666666666,EVC01,845
2956,2956,186.491231,10.053756,0.0033353333333333,EVC01,845
2958,2958,186.493609,3.429668,0.004739,EVC01,845
2957,2957,186.495463,15.277174,0.0031426666666666,EVC01,845
2959,2959,186.496237,15.670822,-0.0003836666666666,EVC01,845
2960,2960,186.5036,7.4553,0.0037773333333333,EVC01,845
2961,2961,186.505301,8.1935,0.0043473333333333,EVC01,845
2963,2963,186.522226,11.812198,0.0041119999999999,EVC01,845
2962,2962,186.523477,12.559656,0.008279,EVC01,845
2964,2964,186.527886,12.861042,0.0043869999999999,EVC01,845
2965,2965,186.529729,16.180965,0.0057659999999999,EVC01,845
2966,2966,186.531622,13.113131,0.000779,EVC01,845
2967,2967,186.549081,12.94581,-0.0009726666666666,EVC01,845
2968,2968,186.549523,-1.304555,0.0067493333333333,EVC01,845
4014,4014,186.557907,3.837115,0.0026976666666666,EVC01,845
624,624,186.560119,0.267229,0.0226313333333333,CGA971,1021
2969,2969,186.563266,12.963795,0.003671,EVC01,845
3729,3729,186.574179,1.741678,0.0081933333333333,EVC01,845
2970,2970,186.57714,8.349622,0.0036263333333333,EVC01,845
3631,3631,186.580446,1.019842,0.0051596666666666,EVC01,845
2971,2971,186.583535,12.510227,-0.0022183333333333,EVC01,845
2972,2972,186.589807,6.669636,0.0049973333333333,EVC01,845
2974,2974,186.594532,-1.254267,0.006609,EVC01,845
3994,3994,186.602274,4.316865,0.007749,EVC01,845
2973,2973,186.603851,10.581881,0.003407,EVC01,845
2975,2975,186.6089,16.5231,0.006776,EVC01,845
2976,2976,186.624412,8.872245,0.0042636666666666,EVC01,845
2977,2977,186.634272,12.610663,0.0003206666666666,EVC01,845
2978,2978,186.634953,13.578748,0.0041493333333333,EVC01,845
1872,1872,186.636849,9.050094,0.022801,CGB45478,1022
2979,2979,186.63836,12.743011,0.0043263333333333,EVC01,845
2980,2980,186.646421,9.983365,0.001476,EVC01,845
625,625,186.650277,3.964788,0.0075289999999999,CGB153,1023
3959,3959,186.661839,16.717693,0.0053786666666666,EVC01,845
2981,2981,186.665874,12.513562,-0.0009193333333333,EVC01,845
2982,2982,186.668666,8.435683,0.0030253333333333,EVC01,845
4011,4011,186.673801,18.137088,0.0023616666666666,EVC01,845
2983,2983,186.683357,10.904725,0.0018626666666666,EVC01,845
2984,2984,186.684638,8.823786,0.0046006666666666,EVC01,845
2985,2985,186.68512,11.379742,0.0043019999999999,EVC01,845
2986,2986,186.694584,7.91885,0.0046359999999999,EVC01,845
2987,2987,186.696138,12.454006,0.0046396666666666,EVC01,845
2988,2988,186.696671,8.88459,0.0042386666666666,EVC01,845
3780,3780,186.699763,7.671517,0.0020336666666666,EVC01,845
2992,2992,186.710614,11.558895,0.0036703333333333,EVC01,845
2990,2990,186.710768,9.584298,0.0027213333333333,EVC01,845
2989,2989,186.713506,13.174624,-2.6e-05,EVC01,845
2994,2994,186.726498,11.663836,0.0070213333333333,EVC01,845
4029,4029,186.7267,18.3937,0.0046923333333333,EVC01,845
2991,2991,186.727209,10.665823,0.004251,EVC01,845
2993,2993,186.727611,-0.877567,0.0070933333333333,EVC01,845
2996,2996,186.728161,13.566161,-0.0014986666666666,EVC01,845
2995,2995,186.73212,9.882277,0.0033146666666666,EVC01,845
2208,2208,186.734895,16.800131,0.0446303333333333,CGB63486,1024
2997,2997,186.73514,12.961484,0.0071706666666666,EVC01,845
2998,2998,186.735207,15.047374,-0.0007593333333333,EVC01,845
2999,2999,186.743694,2.494399,0.0054916666666666,EVC01,845
3000,3000,186.746517,14.78239,0.0062433333333333,EVC01,845
3001,3001,186.760618,15.461464,0.0051706666666666,EVC01,845
3002,3002,186.762932,12.560683,0.0027576666666666,EVC01,845
3003,3003,186.765767,12.866633,0.0037846666666666,EVC01,845
3004,3004,186.768684,-0.905906,0.0073396666666666,EVC01,845
3005,3005,186.787635,5.880664,0.0037383333333333,EVC01,845
3006,3006,186.791313,8.389922,0.0047753333333333,EVC01,845
3007,3007,186.796786,12.038147,0.000134,EVC01,845
3008,3008,186.797201,7.263,0.0031086666666666,EVC01,845
3011,3011,186.797631,15.897093,0.0078596666666666,EVC01,845
3009,3009,186.7987,9.420442,0.0014693333333333,EVC01,845
3010,3010,186.799689,8.840023,0.0041969999999999,EVC01,845
3012,3012,186.803134,17.820894,0.003117,EVC01,845
3652,3652,186.80337,7.639289,0.0038863333333333,EVC01,845
3013,3013,186.80557,12.734798,0.0063056666666666,EVC01,845
3014,3014,186.816015,4.26351,0.0054446666666666,EVC01,845
3015,3015,186.820533,16.024574,0.0056803333333333,EVC01,845
3016,3016,186.82344,7.669948,0.0061466666666666,EVC01,845
3017,3017,186.827876,8.212841,0.0048213333333333,EVC01,845
3018,3018,186.835122,16.428308,0.0026096666666666,EVC01,845
3019,3019,186.837862,13.11132,-9.3e-05,EVC01,845
3021,3021,186.842392,12.06871,-0.0007993333333333,EVC01,845
3020,3020,186.842585,10.866715,0.003055,EVC01,845
3022,3022,186.847842,12.331636,-0.0003696666666666,EVC01,845
3023,3023,186.852335,13.716215,0.001121,EVC01,845
4030,4030,186.8542,19.2635,0.002159,EVC01,845
3024,3024,186.856066,13.750854,0.0080733333333333,EVC01,845
3026,3026,186.859668,6.262971,0.0048259999999999,EVC01,845
3025,3025,186.860444,11.107741,0.0033083333333333,EVC01,845
3762,3762,186.862377,5.187938,0.0040609999999999,EVC01,845
3027,3027,186.864094,12.290324,0.0031,EVC01,845
3960,3960,186.869321,20.369114,0.0002906666666666,EVC01,845
3028,3028,186.871395,7.643688,0.0028856666666666,EVC01,845
3029,3029,186.875608,9.340396,0.0057013333333333,EVC01,845
3030,3030,186.8826,9.5958,0.0001066666666666,EVC01,845
3031,3031,186.88332,11.615189,0.0045916666666666,EVC01,845
3032,3032,186.889099,10.00344,0.0029376666666666,EVC01,845
3033,3033,186.894922,15.739534,0.004559,EVC01,845
3034,3034,186.902841,8.154317,0.0035666666666666,EVC01,845
3037,3037,186.906505,14.455548,0.004337,EVC01,845
3035,3035,186.911521,18.434581,0.0034376666666666,EVC01,845
3036,3036,186.91325,12.879963,0.0002569999999999,EVC01,845
3038,3038,186.918655,13.078841,0.002676,EVC01,845
3039,3039,186.919749,15.944962,0.0028929999999999,EVC01,845
3040,3040,186.921931,12.315969,0.0037153333333333,EVC01,845
3041,3041,186.925427,12.089711,0.000492,EVC01,845
3042,3042,186.934576,11.214604,0.0047743333333333,EVC01,845
3043,3043,186.935501,12.9842,-0.000477,EVC01,845
3045,3045,186.9388,12.8722,-0.000207,EVC01,845
3044,3044,186.939788,13.009255,0.0003296666666666,EVC01,845
3046,3046,186.942781,11.435158,0.004376,EVC01,845
3632,3632,186.9429,1.5996,0.004324,EVC01,845
3047,3047,186.973193,12.293262,0.0024163333333333,EVC01,845
3048,3048,186.978478,8.090424,0.0020233333333333,EVC01,845
3049,3049,186.980784,5.721158,0.007495,EVC01,845
3051,3051,187.001753,11.949797,0.0074946666666666,EVC01,845
3052,3052,187.008432,15.444528,0.0079893333333333,EVC01,845
3050,3050,187.011693,22.58786,0.002021,EVC01,845
626,626,187.015558,2.910028,0.0049566666666666,CGB1768,1025
3053,3053,187.016184,9.803696,0.0017729999999999,EVC01,845
3651,3651,187.020558,13.611992,0.002884,EVC01,845
3054,3054,187.020691,13.578141,0.0004746666666666,EVC01,845
3609,3609,187.021099,22.2911,0.0020096666666666,EVC01,845
3055,3055,187.027203,12.898116,0.0077493333333333,EVC01,845
3056,3056,187.030399,8.8151,-0.00012,EVC01,845
3057,3057,187.035828,12.093294,0.0064063333333333,EVC01,845
3061,3061,187.04718,9.760255,0.0018616666666666,EVC01,845
3060,3060,187.050116,10.365119,0.0048896666666666,EVC01,845
3059,3059,187.051352,10.297665,0.006052,EVC01,845
3058,3058,187.0535,10.526008,0.0060946666666666,EVC01,845
3062,3062,187.06209,11.789844,0.0021956666666666,EVC01,845
3640,3640,187.066157,2.700801,0.0074016666666666,EVC01,845
3063,3063,187.066433,9.436304,0.0011643333333333,EVC01,845
3732,3732,187.066503,1.828897,0.0030386666666666,EVC01,845
3065,3065,187.078055,11.700286,0.0049073333333333,EVC01,845
3064,3064,187.078255,8.729497,0.0037366666666666,EVC01,845
627,627,187.0864,8.0118,0.0036676666666666,CGB36654,1026
3067,3067,187.098558,13.195777,0.005915,EVC01,845
3066,3066,187.099864,11.420505,0.0054173333333333,EVC01,845
3981,3981,187.107799,11.24025,0.0004136666666666,EVC01,845
3069,3069,187.113447,6.945971,0.0029283333333333,EVC01,845
3068,3068,187.113807,18.415077,0.005692,EVC01,845
3070,3070,187.116919,12.823663,0.0056943333333333,EVC01,845
3071,3071,187.122983,17.084899,0.006514,EVC01,845
3072,3072,187.127001,7.324764,0.0051976666666666,EVC01,845
3073,3073,187.141357,8.639639,0.0018813333333333,EVC01,845
2209,2209,187.149973,7.488283,0.0251513333333333,CGB7039,1027
3074,3074,187.16892,9.258917,0.002865,EVC01,845
3076,3076,187.173077,7.804269,0.0028233333333333,EVC01,845
3075,3075,187.173802,12.915874,0.0015506666666666,EVC01,845
3077,3077,187.177644,12.54982,0.0062456666666666,EVC01,845
3079,3079,187.180263,14.999437,0.0055613333333333,EVC01,845
3078,3078,187.180431,11.755052,0.0005393333333333,EVC01,845
3080,3080,187.183753,22.820801,0.0021426666666666,EVC01,845
3081,3081,187.187138,12.809624,4e-05,EVC01,845
3082,3082,187.193004,16.224232,0.0217766666666666,EVC01,845
628,628,187.195109,6.511986,0.038954,CGB48376,1028
2292,2292,187.19671,6.509551,0.0383646666666666,CGB48376,1028
3083,3083,187.211451,-1.939231,0.0077663333333333,EVC01,845
3084,3084,187.211467,-2.060758,0.0080976666666666,EVC01,845
3085,3085,187.22895,9.42112,0.0035043333333333,EVC01,845
3086,3086,187.230716,8.816978,0.004354,EVC01,845
3087,3087,187.239837,13.241903,0.002255,EVC01,845
3859,3859,187.241314,-1.602775,0.0083933333333333,EVC01,845
3088,3088,187.242221,12.661715,0.004718,EVC01,845
3089,3089,187.245915,3.570599,0.00295,EVC01,845
3090,3090,187.249232,12.648415,0.002815,EVC01,845
3091,3091,187.250178,13.97852,0.0039526666666666,EVC01,845
629,629,187.259366,2.722862,0.0052413333333333,CGB18561,1029
3092,3092,187.262502,13.183836,0.0064176666666666,EVC01,845
3607,3607,187.2663,0.1037,0.0039933333333333,EVC01,845
3093,3093,187.276863,14.004952,-0.001509,EVC01,845
3094,3094,187.283981,9.443774,0.0037883333333333,EVC01,845
3097,3097,187.308533,-1.356036,0.007089,EVC01,845
3095,3095,187.31103,7.877521,0.0051473333333333,EVC01,845
3680,3680,187.311069,-1.36533,0.0071966666666666,EVC01,845
3096,3096,187.311957,12.978182,0.0080439999999999,EVC01,845
630,630,187.31369,8.814511,0.003278,CGB7138,1030
3098,3098,187.325834,10.135872,4.066666666666666e-05,EVC01,845
1918,1918,187.327895,12.082017,0.040245,CGA1544,1031
3100,3100,187.338221,16.806364,0.0028983333333333,EVC01,845
3099,3099,187.33873,8.156593,0.0042196666666666,EVC01,845
3102,3102,187.343769,11.433851,0.004422,EVC01,845
3101,3101,187.344358,9.988605,0.0024709999999999,EVC01,845
3103,3103,187.347996,12.450743,0.001482,EVC01,845
3104,3104,187.359707,16.404769,0.00519,EVC01,845
3921,3921,187.365192,5.973591,0.0048943333333333,EVC01,845
3105,3105,187.366731,8.750042,0.0019413333333333,EVC01,845
4006,4006,187.367442,20.563567,0.0037533333333333,EVC01,845
3107,3107,187.369448,12.496217,4.2e-05,EVC01,845
3106,3106,187.369893,6.771522,0.0017646666666666,EVC01,845
3108,3108,187.376091,7.99288,0.004635,EVC01,845
3109,3109,187.377319,7.696419,0.0025033333333333,EVC01,845
3110,3110,187.378721,14.04909,0.0029636666666666,EVC01,845
3111,3111,187.383499,13.510479,-0.0011893333333333,EVC01,845
3112,3112,187.38614,0.839518,0.0074993333333333,EVC01,845
3114,3114,187.395787,8.05798,0.0046403333333333,EVC01,845
3113,3113,187.3964,10.793342,-0.0001056666666666,EVC01,845
1607,1607,187.4027,50.018928,0.0429713333333333,CGB30809,1032
3115,3115,187.404438,7.932736,0.002909,EVC01,845
3116,3116,187.407519,7.82411,0.0077893333333333,EVC01,845
3117,3117,187.408068,7.106555,0.0026623333333333,EVC01,845
3118,3118,187.410411,11.299001,0.004947,EVC01,845
3121,3121,187.412983,3.612769,0.004356,EVC01,845
3120,3120,187.413451,12.548274,0.0036426666666666,EVC01,845
3119,3119,187.419247,10.384928,0.0048476666666666,EVC01,845
3122,3122,187.4308,17.515499,0.002266,EVC01,845
3123,3123,187.43368,12.805505,0.001615,EVC01,845
3124,3124,187.435773,15.024772,0.0044009999999999,EVC01,845
3125,3125,187.4373,17.287399,0.004396,EVC01,845
3126,3126,187.438384,5.92019,0.0027396666666666,EVC01,845
3633,3633,187.442571,-1.295108,0.007535,EVC01,845
3127,3127,187.444536,7.999724,0.0032623333333333,EVC01,845
3128,3128,187.447181,6.965291,0.003225,EVC01,845
3129,3129,187.453607,13.429467,0.007843,EVC01,845
3737,3737,187.460715,2.031614,0.005921,EVC01,845
3130,3130,187.463251,13.867863,-0.0018686666666666,EVC01,845
3131,3131,187.473165,14.068604,0.0053663333333333,EVC01,845
3132,3132,187.4779,7.1382,0.0024123333333333,EVC01,845
3608,3608,187.495202,0.027212,0.0080503333333333,EVC01,845
3133,3133,187.496226,12.348649,0.0065286666666666,EVC01,845
3785,3785,187.497906,8.431819,0.0020523333333333,EVC01,845
3134,3134,187.5025,7.9294,0.0015586666666666,EVC01,845
3701,3701,187.508789,-0.410547,0.0082933333333333,EVC01,845
3135,3135,187.509169,13.636418,0.0045263333333333,EVC01,845
3790,3790,187.510947,9.403279,0.002997,EVC01,845
1622,1622,187.512377,53.730309,0.039887,CGB36279,1033
3136,3136,187.521199,17.3979,0.008286,EVC01,845
3137,3137,187.521296,8.073559,0.004354,EVC01,845
3138,3138,187.543084,10.779501,0.0060843333333333,EVC01,845
3139,3139,187.545429,12.195504,-0.001399,EVC01,845
3140,3140,187.5575,2.6249,0.0054526666666666,EVC01,845
3141,3141,187.5672,10.533,0.0010583333333333,EVC01,845
3142,3142,187.570105,9.085243,0.0070533333333333,EVC01,845
3143,3143,187.572539,12.328608,0.004633,EVC01,845
3144,3144,187.576569,13.577604,0.0028253333333333,EVC01,845
1620,1620,187.5826,52.85667,0.045666,CGB37018,1034
3858,3858,187.5896,-1.6381,0.0067966666666666,EVC01,845
3145,3145,187.611602,4.246492,0.0081066666666666,EVC01,845
3146,3146,187.624715,19.673056,0.0028826666666666,EVC01,845
2478,2478,187.63099,12.86574,0.0050033333333333,CGB56564,1035
3148,3148,187.633218,12.490193,0.0049996666666666,EVC01,845
3147,3147,187.634903,10.260995,0.00367,EVC01,845
3149,3149,187.666064,15.129774,-0.0001233333333333,EVC01,845
3150,3150,187.669357,9.015665,0.0029446666666666,EVC01,845
3771,3771,187.674949,5.878789,0.007709,EVC01,845
3151,3151,187.685978,13.799457,0.004135,EVC01,845
3152,3152,187.691277,11.343204,0.0057956666666666,EVC01,845
3648,3648,187.693186,12.099089,0.0042166666666666,EVC01,845
631,631,187.697064,7.605396,0.005026,CGB7870,1036
3718,3718,187.699184,0.975718,0.0078933333333333,EVC01,845
3154,3154,187.702382,12.045199,0.0041769999999999,EVC01,845
3153,3153,187.704241,13.223881,0.0002556666666666,EVC01,845
632,632,187.706364,12.390519,0.0042769999999999,CGB7156,1037
3155,3155,187.714081,8.360099,0.003267,EVC01,845
3156,3156,187.717693,16.758816,0.0031326666666666,EVC01,845
3717,3717,187.726278,0.964132,0.007737,EVC01,845
3157,3157,187.732202,14.773931,0.008458,EVC01,845
3158,3158,187.738002,11.483445,0.0017093333333333,EVC01,845
3159,3159,187.740521,12.270465,0.0025233333333333,EVC01,845
997,997,187.745774,0.263124,0.043284,CGB28510,1038
3160,3160,187.748878,8.077844,0.0058093333333333,EVC01,845
2293,2293,187.750671,0.265206,0.04347,CGB28510,1038
3161,3161,187.751092,15.730717,0.0062543333333333,EVC01,845
998,998,187.751691,0.265668,0.04347,CGB28510,1038
3162,3162,187.754539,7.723215,0.0041593333333333,EVC01,845
4003,4003,187.759715,18.003437,0.0069466666666666,EVC01,845
3163,3163,187.76558,1.675865,0.003681,EVC01,845
3961,3961,187.788232,18.219945,0.0050653333333333,EVC01,845
3164,3164,187.793472,13.097409,0.0051333333333333,EVC01,845
3165,3165,187.815515,12.33178,0.0059506666666666,EVC01,845
3634,3634,187.8195,0.994,0.0076333333333333,EVC01,845
3166,3166,187.821101,13.828,0.0006236666666666,EVC01,845
3167,3167,187.830922,12.738025,-0.0011793333333333,EVC01,845
3168,3168,187.831581,12.611503,0.0061676666666666,EVC01,845
3857,3857,187.834408,-1.695784,0.0068966666666666,EVC01,845
633,633,187.844669,16.884596,0.0234863333333333,CGA731,1039
3170,3170,187.845699,11.49255,0.0041786666666666,EVC01,845
3169,3169,187.846117,17.206518,0.0045066666666666,EVC01,845
3171,3171,187.852809,9.47435,0.0020103333333333,EVC01,845
2479,2479,187.855209,12.32549,0.00544,CGB6842,1040
634,634,187.882188,11.60303,0.0061276666666666,CGB10183,1041
3172,3172,187.885539,11.624697,0.0034733333333333,EVC01,845
3173,3173,187.889012,12.063921,0.0025893333333333,EVC01,845
3175,3175,187.90756,14.858874,0.008533,EVC01,845
3176,3176,187.912681,10.840407,0.0021116666666666,EVC01,845
3177,3177,187.913545,3.939608,0.0057683333333333,EVC01,845
635,635,187.91476,16.852793,0.00502,CGB5505,1042
3174,3174,187.926581,20.481655,0.006264,EVC01,845
3178,3178,187.950033,-2.970317,0.0077706666666666,EVC01,845
3179,3179,187.963964,12.656861,0.0043083333333333,EVC01,845
3180,3180,187.96666,12.481805,0.0029163333333333,EVC01,845
3889,3889,187.970419,12.266417,0.0032833333333333,EVC01,845
3185,3185,187.974408,14.306475,0.001524,EVC01,845
3181,3181,187.978236,15.123922,0.006988,EVC01,845
3183,3183,187.982395,8.602231,0.00342,EVC01,845
3182,3182,187.983156,12.174027,0.001242,EVC01,845
3184,3184,187.984802,11.97252,0.0036783333333333,EVC01,845
3734,3734,187.9957,1.8437,0.0078933333333333,EVC01,845
4026,4026,187.996099,18.347799,0.0061246666666666,EVC01,845
3187,3187,187.997064,14.420035,0.007605,EVC01,845
3186,3186,188.003196,12.620298,0.0015689999999999,EVC01,845
3188,3188,188.011421,11.890047,0.0033573333333333,EVC01,845
3189,3189,188.013627,16.687697,0.0054233333333333,EVC01,845
3190,3190,188.023533,11.817872,0.0029803333333333,EVC01,845
3191,3191,188.025891,11.176413,0.00451,EVC01,845
3192,3192,188.038797,12.838926,0.0006716666666666,EVC01,845
3193,3193,188.039939,15.300973,0.005256,EVC01,845
3685,3685,188.04047,-1.09513,0.0078933333333333,EVC01,845
3194,3194,188.043786,13.419623,0.001905,EVC01,845
3195,3195,188.050992,12.061516,0.0032933333333333,EVC01,845
3196,3196,188.059213,10.251462,0.0043346666666666,EVC01,845
3197,3197,188.079577,18.2447,0.0027783333333333,EVC01,845
3198,3198,188.095118,16.018848,-0.0004289999999999,EVC01,845
3201,3201,188.097426,11.262954,0.0049646666666666,EVC01,845
3199,3199,188.098056,11.893294,0.002775,EVC01,845
3200,3200,188.098385,-1.740151,0.006951,EVC01,845
3202,3202,188.106276,5.655425,0.0038093333333333,EVC01,845
1685,1685,188.107839,44.183639,0.030755,CGB65919,1043
3203,3203,188.116519,0.390425,0.0050993333333333,EVC01,845
3204,3204,188.134901,8.0454,0.00203,EVC01,845
3206,3206,188.139215,15.415401,0.0014286666666666,EVC01,845
3205,3205,188.139582,9.173677,0.0038206666666666,EVC01,845
3207,3207,188.149329,8.092407,0.0026183333333333,EVC01,845
3208,3208,188.149446,9.886259,0.0058423333333333,EVC01,845
3706,3706,188.150475,0.262475,0.0034576666666666,EVC01,845
3210,3210,188.15065,18.023104,0.0027963333333333,EVC01,845
3209,3209,188.150781,5.388096,0.002979,EVC01,845
3211,3211,188.1521,2.6613,0.0057723333333333,EVC01,845
3212,3212,188.162553,10.092072,0.0040043333333333,EVC01,845
636,636,188.17012,12.771014,0.0086103333333333,CGB435,1044
3214,3214,188.174391,14.050517,-0.0005703333333333,EVC01,845
3213,3213,188.177737,15.909892,0.003971,EVC01,845
3649,3649,188.178524,15.036147,0.00433,EVC01,845
3215,3215,188.184185,14.196178,0.0062666666666666,EVC01,845
3216,3216,188.189482,0.11453,0.003758,EVC01,845
3727,3727,188.193698,1.569036,0.0050846666666666,EVC01,845
3217,3217,188.194597,7.799123,0.0044646666666666,EVC01,845
3218,3218,188.210698,2.797415,0.0035883333333333,EVC01,845
3219,3219,188.213717,2.628675,0.0059073333333333,EVC01,845
3220,3220,188.21519,20.183566,0.0084446666666666,EVC01,845
637,637,188.227251,31.541549,0.0011036666666666,CGB6414,1045
3221,3221,188.231847,3.360407,0.0025086666666666,EVC01,845
3222,3222,188.241799,4.5784,0.004095,EVC01,845
3223,3223,188.27069,16.265512,0.003182,EVC01,845
3224,3224,188.281402,14.574935,0.0031409999999999,EVC01,845
3225,3225,188.287464,10.836222,0.0065183333333333,EVC01,845
3226,3226,188.291916,11.347617,0.0004443333333333,EVC01,845
3227,3227,188.306045,9.397299,0.003583,EVC01,845
3228,3228,188.307941,10.928552,0.0008173333333333,EVC01,845
3229,3229,188.308391,12.857787,0.0066193333333333,EVC01,845
3231,3231,188.325942,2.046551,0.0021336666666666,EVC01,845
3230,3230,188.326985,17.459339,0.0038746666666666,EVC01,845
3232,3232,188.328212,9.120538,0.004339,EVC01,845
3233,3233,188.332467,12.85352,-0.001629,EVC01,845
638,638,188.336531,1.521864,0.0055603333333333,CGB53556,1046
3234,3234,188.336935,7.854477,0.0071036666666666,EVC01,845
3235,3235,188.352982,8.690803,0.00478,EVC01,845
639,639,188.353701,33.350837,0.0027913333333333,CGB4874,1047
3236,3236,188.360436,6.616594,0.0058286666666666,EVC01,845
3237,3237,188.372919,3.793898,0.0030663333333333,EVC01,845
3238,3238,188.376054,8.654715,0.004073,EVC01,845
3239,3239,188.38175,9.459236,0.0026986666666666,EVC01,845
3240,3240,188.394387,11.261933,0.002785,EVC01,845
3241,3241,188.407151,7.871486,0.0019283333333333,EVC01,845
3242,3242,188.41543,9.174863,0.0077333333333333,EVC01,845
3890,3890,188.417979,12.737145,0.0039036666666666,EVC01,845
3991,3991,188.4234,23.9872,0.0044183333333333,EVC01,845
3243,3243,188.4258,7.7833,0.0015236666666666,EVC01,845
3245,3245,188.437094,10.9953,0.0038986666666666,EVC01,845
3244,3244,188.439292,-2.649454,0.0082596666666666,EVC01,845
3247,3247,188.45047,15.168444,0.0008626666666666,EVC01,845
3246,3246,188.452848,12.780049,0.0036969999999999,EVC01,845
1100,1100,188.457612,5.893361,0.0429703333333333,CGB66898,1048
3248,3248,188.465059,13.322488,0.005384,EVC01,845
3249,3249,188.481977,3.545951,0.0037943333333333,EVC01,845
3250,3250,188.482047,5.718857,0.00583,EVC01,845
3251,3251,188.483602,10.578102,0.001526,EVC01,845
3252,3252,188.486163,15.354724,0.0077796666666666,EVC01,845
1003,1003,188.4941,0.3867,0.0051966666666666,CGB34140,1049
640,640,188.502244,39.019261,0.0022643333333333,CGB6046,1050
3730,3730,188.508624,1.765498,0.0082693333333333,EVC01,845
3253,3253,188.512545,7.699261,0.0019236666666666,EVC01,845
3254,3254,188.525353,11.321228,0.004564,EVC01,845
3255,3255,188.528105,12.741566,0.0050186666666666,EVC01,845
3256,3256,188.535251,2.653794,0.005787,EVC01,845
943,943,188.535255,13.298616,0.0443576666666666,CGB60254,1051
949,949,188.542839,13.310313,0.043906,CGB60254,1051
3257,3257,188.548024,12.048974,0.0068816666666666,EVC01,845
3259,3259,188.561716,11.071527,0.004631,EVC01,845
3258,3258,188.562166,2.296443,0.005741,EVC01,845
3261,3261,188.566191,13.075387,0.000357,EVC01,845
3260,3260,188.567471,16.058203,0.001525,EVC01,845
3262,3262,188.570501,3.7339,0.0080836666666666,EVC01,845
3263,3263,188.580624,6.468048,0.006712,EVC01,845
641,641,188.584509,8.197983,0.0065403333333333,CGB14877,1052
3264,3264,188.591772,2.325451,0.0058666666666666,EVC01,845
3265,3265,188.612838,2.18795,0.0060243333333333,EVC01,845
3266,3266,188.626645,11.734377,0.0032866666666666,EVC01,845
3719,3719,188.627545,1.011507,0.0075346666666666,EVC01,845
3268,3268,188.628755,9.154515,0.001472,EVC01,845
3267,3267,188.630391,9.623422,0.0043076666666666,EVC01,845
3269,3269,188.632542,13.503715,0.002684,EVC01,845
3270,3270,188.63404,16.032643,0.0033393333333333,EVC01,845
3271,3271,188.644746,18.202664,0.0046486666666666,EVC01,845
3272,3272,188.645778,2.56871,0.0061519999999999,EVC01,845
3273,3273,188.660074,15.602717,0.001473,EVC01,845
3274,3274,188.6646,7.160157,0.0019803333333333,EVC01,845
3276,3276,188.6877,6.3009,0.00679,EVC01,845
3277,3277,188.688216,16.024297,0.00295,EVC01,845
3278,3278,188.6905,15.22067,0.0022143333333333,EVC01,845
3275,3275,188.705581,17.81426,0.003994,EVC01,845
3279,3279,188.706171,6.836284,0.0023713333333333,EVC01,845
3280,3280,188.711775,15.551327,0.0042823333333333,EVC01,845
3962,3962,188.721834,24.32955,0.0037993333333333,EVC01,845
3281,3281,188.754,9.186045,0.0042309999999999,EVC01,845
3282,3282,188.76051,5.425386,0.0028313333333333,EVC01,845
3284,3284,188.782377,13.564409,0.0026836666666666,EVC01,845
3283,3283,188.784022,13.485335,0.00591,EVC01,845
1873,1873,188.806329,50.779012,0.0404776666666666,CGB43428,1053
3286,3286,188.808013,10.431454,0.0035766666666666,EVC01,845
3285,3285,188.811256,12.237478,0.0024923333333333,EVC01,845
3864,3864,188.826,-1.3802,0.0081933333333333,EVC01,845
3287,3287,188.834303,6.115117,0.007914,EVC01,845
3878,3878,188.851785,5.048286,0.006056,EVC01,845
3288,3288,188.860364,14.496073,0.0016036666666666,EVC01,845
3289,3289,188.863424,12.750265,0.002462,EVC01,845
3290,3290,188.866786,14.26134,0.0006146666666666,EVC01,845
3292,3292,188.87739,12.220899,0.0013666666666666,EVC01,845
3291,3291,188.878577,6.33399,0.0053423333333333,EVC01,845
3293,3293,188.883403,16.612104,0.0070543333333333,EVC01,845
3294,3294,188.902527,3.034564,0.0038523333333333,EVC01,845
3295,3295,188.905198,12.382034,0.000941,EVC01,845
3297,3297,188.908161,12.263984,0.004001,EVC01,845
3296,3296,188.910335,9.58943,0.0025233333333333,EVC01,845
3298,3298,188.916041,12.556242,0.001077,EVC01,845
3299,3299,188.939624,12.181429,0.002668,EVC01,845
4015,4015,188.95611,20.29866,0.0024236666666666,EVC01,845
3302,3302,188.966148,13.858481,0.0025206666666666,EVC01,845
3300,3300,188.970411,-3.608453,0.008895,EVC01,845
